Defect#,Name,Description,RCA Category,Root Cause,Resolution,Corrective and Preventive Action Taken,Notes,Actual Defect Reason,Revised RCA
DE260552,[LMMC] [INC12618379] : Acord 126 subcontractor class codes say Included but it's not picking up to sub costs listed below on page 2.,"Issue Description: Acord 126 subcontractor class codes say Included but it's not picking up to sub costs listed below on page 2. User Name: Stoner,Alexis User Email: AlexisThornton@aig.com Submitted By: AlexisThornton@aig.com Submitted Date & Time: Mar 4, 2026 2:51 PM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Country:  United States Device Type: Laptop Browser Type: Chrome Source:  Online Application Impacted: UW Assist Request Type: Report an issue Category:  Others Submission:  8946966 Reported Date & Time: Mar 4, 2026 2:51 PM ",Not a Defect,,Not a Defect,,"3/5 : Defect is identical to DE260571. ACORD document has Premium Basis as """"Included"""" for both class codes 91583 & 91585 but UWA is populated with """"Total Cost"""" as exposure type. This is an expected behavior as exposure type is picked from a lookup table. In case of no match from lookup table, value from ACORD form is used. ACORD  UW Assist  Class Code Mapping    ",,Data - Mapping/Definition Issue
DE260730,[LMMC] [INC12620753] : Submission declined in WWIP but it is showing as working in UWA,"Issue Description:I marked this one Declined in WWIP and it is showing as working in UWA User Name: Cohen,Gabriel User Email: Gabriel.Cohen@aig.comSubmitted By: Gabriel.Cohen@aig.comSubmitted Date & Time: Mar 5, 2026 9:43 AM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Country: United States Device Type: Laptop Browser Type: Chrome Source: Online Application Impacted: UW Assist Request Type: Report an issue Category: Others Submission: S8487804/ 54b30219-b52f-42c8-acdf-ca66b0d13d3bReported Date & Time: Mar 5, 2026 9:43 AM ",Back-end Code Issue,Not a current functionality. The wwip decline status will flow back to UWA after 2.0 release on 3/20/2026,Tool Limitation,,3/6 : The wwip decline status will flow back to UWA after 2.0 release on 3/20/2026  3/6 : Analysis in progress - Submission is declined in WWIP.  ,Not a current functionality. The wwip decline status will flow back to UWA after 2.0 release on 3/20/2026,Code - Edge Case
DE260571,"[LMMC] [INC12618433] : ISO class code for contractor risks must be based on payroll, but the broker provided sales instead.","Issue Description: ISO class code is based on payroll. Thinking for contractor's risk the logic should pull from the supplemental vs the ACORD. Broker provide the ISO class code but put sales, not payroll. Payroll is mentioned in the summary email. User Name: Stoner,Alexis User Email: AlexisThornton@aig.com Submitted By: AlexisThornton@aig.com Submitted Date & Time: Mar 4, 2026 3:24 PM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Country:  United States Device Type: Laptop Browser Type: Chrome Source:  Online Application Impacted: UW Assist Request Type: Report an issue Category:  Others Submission:  8956121 / 146d2a98-9725-47e0-a83b-0e275f685d6bReported Date & Time: Mar 4, 2026 3:24 PM ",Not a Defect,,Not a Defect,,"3/5 : ACORD's Schedule of Hazard has class code as 95647 and Premium Basis as """"S"""" - S denotes Gross Sales. Sales is overwritten by Payroll.   This is an expected behavior as Class description against ISO Class Code comes from a lookup table. If no match from lookup table, then only value from ACORD's schedule of hazard section is used. From lookup table, class code 95647 is mapped to Payroll as seen below.   This is also evident from following extraction log - suggesting an expected behaviour. ",,Code - Edge Case
DE260089,[LMMC] [Prod Issue] [INC12605015] : No locations shown in external research but there were addresses on the accord apps,"Issue Description: No locations shown in external research but there were addresses on the acord apps.User Name: West,CarolineUser Email: Caroline.West@aig.comSubmitted Date & Time: Feb 27, 2026 6:05 PMBusiness Unit: US-PC50100-76Impacts multiple users or Business units: NoApplication Impacted: UW Assist987d7c44-a3f6-44c8-b2d2-2b028c4e5339 / ~ER4400231",Document Source Extraction,Time out error during llm extraction because of large document. Chunking and uploading it as an additional document resolved.  ,Existing Issue,"This is a known issue and occur anytime a large document is uploaded as attachments during the ingestion process.Resolution: Recommendation is provided to chunk the ACORD document (large file) into multiple smaller files and upload for the ingestion to go through. The issue was caused by a timeout during the extraction of the large (103-page) ACORD document. As a workaround, we split the document to facilitate processing, and locations are now populating correctly. ","3/5 : It is extracting locations from SOV and also the email body, hence the second address with abbreviated forms.  3/3 : Chunked the accord into a smaller one with location data(1-12 pages) to upload it as an additional document , locations were extracted successfully.But I notice duplicate locations entered, checking on that.  3/2 : Location Extraction is failed/ timed out probably due to ACORD document being 103 pages long – known error on long documents.Error log : response_body = {'errorCode': 'TIMEOUT', 'errorName': 'FunctionExecutionTimedOut', 'errorInstanceId'Document needs to be split and resubmitted for processing.",Time out error during llm extraction because of large document. Chunking and uploading it as an additional document resolved.,Not a Defect - Duplicate
DE260010,[LMMC] [Prod Issue] [INC12608208] : Submission has been already through UW Assistance. Now this submission is not converted into WWIP Submission No.,"Issue Description:Submission has been already through UW Assistance. Now this submission is not converted into WWIP Submission No.User Name: Bisht, Baby User Email: Baby.Bisht@aig.com Submitted By: Baby.Bisht@aig.com Submitted Date & Time: Mar 1, 2026 12:49 PM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Country:  United States Device Type: Laptop Browser Type: Chrome Source:  Online Application Impacted: UW Assist Request Type: Report an issue Category:  Others Submission:  S8946922 Reported Date & Time: Mar 1, 2026 12:49 PM ",Not a Defect,,Not a Defect,,"3/2 ; Submission is still in intake validation status. Copy button needs to be clicked to proceed wo WWIP to complete submission reservation. Do not see any entry in the function logs about WWIP updates/reserving submissionOnce that is completer, we should be able to see the WWIP Submission ID  ",,Code - Edge Case
DE260012,[LMMC] [Prod Issue] [INC12607892] : Submission has been already through UW Assistance. Now this submission is not converted into WWIP Submission No.,"Issue Description:Submission has been already through UW Assistance. Now this submission is not converted into WWIP Submission No.User Name: Bisht, Baby User Email: Baby.Bisht@aig.com Submitted By: Baby.Bisht@aig.com Submitted Date & Time: Mar 1, 2026 8:56 AM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Country:  United States Device Type: Laptop Browser Type: Chrome Source:  Online Application Impacted: UW Assist Request Type: Report an issue Category:  Others Submission:  S8946827 Reported Date & Time: Mar 1, 2026 8:56 AM ",Not a Defect,It was still in intake validation,Not a Defect,,3/5 : user was able to click on copy and reserve the submission Can view the WWIP ID for the submission. It was reserved directly from intake validation.The submission is in UW Assist Complete status currently.To double check with user if the user is still facing the issue.User likely logged in during the weekend deployment.  ,It was still in intake validation,Infra - Deployment/Pipeline Failure
DE260011,[LMMC] [Prod Issue] [INC12608026] : Submission has been already through UW Assistance. Now this submission is not converted into WWIP Submission No.,"Issue Description:Submission has been already through UW Assistance. Now this submission is not converted into WWIP Submission No.User Name: Bisht, Baby User Email: Baby.Bisht@aig.com Submitted By: Baby.Bisht@aig.com Submitted Date & Time: Mar 1, 2026 10:22 AM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Country:  United States Device Type: Laptop Browser Type: Chrome Source:  Online Application Impacted: UW Assist Request Type: Report an issue Category:  Others Submission:  S8946853 Reported Date & Time: Mar 1, 2026 10:22 AM ",Not a Defect,,Not a Defect,,Can view the WWIP ID for the submission. It was reserved directly from intake validation.The submission is in UW Assist Complete status currently.To double check with user if the user is still facing the issue. ,,Code - Edge Case
DE259170,[LMMC] [Prod Issue] [INC12593791] : location addresses missing,"Issue Description:location addresses missingUser Name: Pooja, P.c User Email: Pc.Pooja@aig.com Submitted Date & Time: Feb 24, 2026 8:28 AM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Application Impacted: UW Assist ER4503664/ 8919334/ 76d7d659-137b-4465-aef2-59510b21e1c5",Back-end Code Issue,"On Friday 2/20 around 11am in production the exposure extractors for LCOC and MMC stopped working. This resulted from them relying on embedding functions (titanEmbedString & titanEmbedBulkString), which came from a legacy system (ML Live implementation of the ProdTitanCIM), that we will be rolling off to use Compute Modules, the supported method. Due to this being a legacy system, backend requirement configs flipped to require explicitly allow listing this function's execution",Configuration Issue,"The address records were absent in the LMMC submission and upon investigation, it was noted that the backend requirement configurations had changed to necessitate the explicit whitelisting of legacy functions for execution. ​This alteration resulted in temporary data extraction outages for LMMC, which impacted associated functionalities. The issue has been rectified with the manual re-processing of data extraction and argumentation.​As part of permanent fix, the backend team is soon planning to phase out these legacy functions entirely.​","02/27 : RCA : On Friday 2/20 around 11am in production the exposure extractors for LCOC and MMC stopped working. This resulted from them relying on embedding functions (titanEmbedString & titanEmbedBulkString), which came from a legacy system (ML Live implementation of the ProdTitanCIM), that we will be rolling off to use Compute Modules, the supported method. Due to this being a legacy system, backend requirement configs flipped to require explicitly allow listing this function's execution. 02/25 : This issue on Location Extraction was due to dependency of Casualty exposure extractor to PNP - permission change missed during 20th Feb implementation. Wider impact on 800+ submissions. Fix on Location Extractor provided by Palantir on 02/24 7pm. Nico from Palantir completed augmentation jobs for all the impacted submissions 02/25. RCA Awaited from Nico/ Palantir. 02/24 : Do not see the entity locationAddressLine1Tx on extraction logsFrom function logs, there is an error for failed extraction at attempt no = 3 Ontology [UW Assist][ING] Location does not have an entry for this submission idFurther check:Previewing the AIP logic Schedule of Hazards - Location Logic ACORD returns the addressThere is data on the Ontology Object -  [UW Assist] Location (Used for WWIP write-back locations)Should have created an entry when the address was added manually from WWIP Currently, uwAssistLexingtonMMCQueryCoverageV3 returns the locationAddressLine1Txin the payload to mule team.The code retrieves locationAddressLine1Tx either directly from a search on uwAssistPropertyLocation or by traversing links from related objects (e.g., premises or buildings) to the associated property location object.  Checking with @Roshan Mankar to see what happened on mule end for this submission, was the data present earlier or is it now present because of the WWIP PremiseShould check how to resolve the LLM extraction error that occurred during the execution for this submission, so we get location details extracted under submission brief and also displayed under external research ",On Friday 2/20 around 11am in production the exposure extractors for LCOC and MMC stopped working. This resulted from them relying on embedding functi,Infra - Configuration Issue
DE260013,[LMMC] [Prod Issue] [INC12607974] : UWA showing UWA Server Error Unable to create Sno,"Issue Description:UWA showing UWA Server Error Unable to create SNo User Name: Gupta, Bhavna User Email: Bhavna.Gupta@aig.com Submitted By: Bhavna.Gupta@aig.com Submitted Date & Time: Mar 1, 2026 9:40 AM Business Unit: US-PC50100-76 Impacts multiple users or Business units: Yes Country:  United States Device Type: Laptop Browser Type: Chrome Source:  Online Application Impacted: UW Assist Request Type: Report an issue Category:  Others Submission:  Sno Not created Reported Date & Time: Mar 1, 2026 9:40 AM ",User Enablement,User was able to access UWA after clearing browser cache.,Not a Defect,,User was able to access UWA after clearing browser cache.,User was able to access UWA after clearing browser cache.,Code - Edge Case
DE257472,[Prod Issue][LMMC][INC12560335] : ImageRightID not updating in UWA and showing to COPY again,"Issue Description:Submission has been already cleared under S8868041 through UW Assistance, but ~ER4475304 this Id is not updated in UWA with submission S8868041 and its again showing for """"COPY""""User Name:  Bisht, Baby User Email:  Baby.Bisht@aig.com  Submitted Date & Time:  Feb 12, 2026 9:38 AM Business Unit:  US-PC50100-76 Impacts multiple users or Business units:  No Application Impacted:  UW Assist Submission:  S8868041 ",Not a Defect,"Working as expected, might have been a timing issue.",Not a Defect,Working as expected,"On UWA, I see Image Right ID is populated and the submission is in UW Assist Complete Status Looks fine when we check the submission as well ","Working as expected, might have been a timing issue.",Not a Defect - Working as Expected
DE257470,[Prod Issue][LMMC][INC12559997] : Internal Server error on UWA Landing page.,"Issue Description:Internal Server error on UWA Landing page.User Name:  Pooja, P.c User Email:  Pc.Pooja@aig.com Submitted Date & Time:  Feb 12, 2026 7:32 AM ",User Enablement,Who Fixed It - N/AActual Cause - User EnablementResolution Provided - Clear Browser CacheAdditional Details - N/A,Not a Defect,,It worked after the user cleared the cache,Who Fixed It - N/AActual Cause - User EnablementResolution Provided - Clear Browser CacheAdditional Details - N/A,Code - Edge Case
DE258089,[LMMP][Prod Issue] :LMMP submissions were stuck in the ingestion process,"Due to an error from WFE, 9 LMMP submissions were stuck in the ingestion process in the last few hours. We are focused on fixing the issue and analyzing the root cause. I will keep you updated if we have any further information.seeing many more submissions stuck in LMMP LMMC prod due to these issues. Below is the error message we are receiving:     [""""{\n  \""""ErrorInfo\"""": {\n    \""""errorType\"""": \""""INTERNAL_SERVER_ERROR\"""",\n    \""""errorText\"""": \""""HTTP POST on resource 'https://gen-ai-eventhub-prc-api-v1.ai.hip13.prdhipeks.us-east-1.aws.aig.net/api/eventhub/publish [gen-ai-eventhub-prc-api-v1.ai.hip13.prdhipeks.us-east-1.aws.aig.net]' failed: internal server error (500).\"""",\n    \""""errorCode\"""": \""""GENAI-HIP-GATEWAYAPI-GEN-ERR-HNDLR-001\""""\n  }\n}”]   ",API Configuration Issue,"the EventHub broker is currently blocked due to low resources, which is preventing messages from being published. Mule is surfacing the 500 error returned by the downstream service.",Environment issue,"Once the broker issue is resolved — Mule will resume normal processing. It's infra issue due to low resource api failure occuring, in order to avoid this happening, either resource free up or infra side allocate more resource will prevent this for re-occurring.",Event hub service throwing 500 error due to BLOCKED_BROKER while publishing a message to the exchange due to being low in resources.This is a known issue which required restart of gen-ai-eventhub-prc-api-v1 service.The service was restarted and the issue got resolved. Initial analysis :1)INTERNAL_SERVER_ERROR (500) thrown from gen-ai-eventhub-prc-api-v1.HTTP POST on resource 'https://gen-ai-eventhub-prc-api-v1.ai.hip13.prdhipeks.us-east-1.aws.aig.net/api/eventhub/publish [gen-ai-eventhub-prc-api-v1.ai.hip13.prdhipeks.us-east-1.aws.aig.net]'failed: internal server error (500),"the EventHub broker is currently blocked due to low resources, which is preventing messages from being published. Mule is surfacing the 500 error retu",Infra - Third Party/API Connectivity
DE257485,[Prod Issue][LMMC][INC12560572] : account showing up in different UW,"Issue Description:Why is this account in my queue? It was assigned to BenUser Name: Cohen,Gabriel User Email: Gabriel.Cohen@aig.comSubmitted Date & Time: Feb 12, 2026 10:49 AM Business Unit: US-PC50100-76 Impacts multiple users or Business units: No Application Impacted: UW Assist Submission: 8739503 8d075883-5ea2-4c5c-a96f-2038311210c0~ER4402368  ",Not a Defect, working as expected,Not a Defect,,"Palantir's response for entitlements is missing dataLexMMCQueryWWIPSubmission updated it to Ben. Data across all the backend returns Ben as the underwriter (QuerySSCSubmissionDetails, QuerySubmissionSummary, QuerySubmissionWorkUp)Do not see Gabriel's name anywhere, except for the initial response that returned error as seen in the below image. It has been assigned to Ben afterwards.Looks to be working fine from backend, to check with Gabriel where was it seen in Gabriel's queue. 2/13 : Robin : It was originally entitled to Gabriel and moved to Ben with an error on Jan,15. Currently sits with Ben. Need to understand this further.  2/12 : Anushree : Do not see it under Gabriel's queue It is under Ben ",working as expected,Not a Defect - Working as Expected
DE257328,[Prod Issue][LMMP] : issues with accessing a specific submission,"Savannah Gardens, Inc.  Date Received: Jan 1st  Submission #: 8674044  The submission opens, but will not progress pass the loading screen – please see attached screenshot.",Timeout Issue,"2/12 Akash: This issue occurring from a system limitation where large payloads (such as those involving 115 locations)  cause the API to time out. Palantir has ingested successfully, the UI rendering process failed due to this timeout.",Infrastructure issue,The issue is already tracked and will be resolved as part of the application migration planned for April.,"2/12 Last update from Naveen, as this is application limitation. Moving to close .               I spoke to Santosh Awasthi, from MuleSoft team on this.              This is atypical scenario where the API will timeout when the payload size is quite large (especially with 115 locations).Here, Palantir is able to ingest it successfully but rendering it on the UI is timing out.              Right now, this is a limitation with the system, and we don’t have a concreate solution.              Below are the possible recommendations –Suggest the user to try when the application server traffic is low.Wait until April 26 – where the UW App will be hosted on Palantir server’s when we will get rid of Middleware and performance would improve.2/12 Akash: This issue seems from a system limitation where large payloads (such as those involving 115 locations)  cause the API to time out. Palantir has ingested successfully, the UI rendering process failed due to this timeout.The issue is already tracked and will be resolved as part of the application migration planned for April.",2/12 Akash: This issue occurring from a system limitation where large payloads (such as those involving 115 locations)  cause the API to time out. Pal,Infra - Third Party/API Connectivity
DE255788,[LMMP][Prod Issue][INC12528192] : getting an error when trying to pull up the account,"Issue Description:when we click on copy tab then we facing this issueUser Name:  Gautam, Radhika User Email:  Radhika.Gautam@aig.com Submitted Date & Time:  Feb 2, 2026 4:35 AM Business Unit:  US-PC50104-93 Impacts multiple users or Business units:  No Application Impacted:  UW Assist ",Not a Defect,No Response from Under Writer.,Not a Defect,Users need to retry attempt to access the submission by clearing cache and history to access the submission.,06/02/2026 : No response from the user to provide the additional details. Moving it to closed.User getting service unavailable error (503) :  02/02/2026 : Dropped an email to user for requesting more details as no submission number details were shared in the incident. ,No Response from Under Writer.,Code - Edge Case
DE254832,[LMMP][Prod Issue][INC12510616] : getting an error when trying to pull up the account,"Issue Description:I am getting an error saying """"Cannot read propertied of undefined (reading 'status')"""" when trying to pull up the account.User Name:  Curry,Ross User Email:  Ross.Curry@aig.com Submitted Date & Time:  Jan 26, 2026 8:24 AM Business Unit:  US-PC50104-93 Impacts multiple users or Business units:  No Application Impacted:  UW Assist Submission:  8392350 ",Not a Defect,,Not a Defect,,"01-28-2026 DQ Comments: verified the issue in QA/UAT environments and it is working as expected.PFBSS: QA: UAT:27/01: Arun1) The screenshot provided in INC contains the same text mentioned in the description and do do not provide additional context.  2) Search with Submission# is not showing up anything in uwa and unable to see the submission in LMMP.  3) During initial analysis, few related parameters were pulled from logs related to the submission#, but could not able to locate the ImageRightID usin those parameters and is showing blank.   Additional information from the user :  click on the account to pull it up in UWA and nothing came up. It was just the blank screen with the error message. See the account info below.  27/01: As the submission is currently not accessible through the LMMP UWA UI, we have contacted Partha to clarify how similar cases were handled previously. We are awaiting his response with the detailed steps and procedures. We had a very similar issue last week that turned out to be a browser rendering problem on the user’s end, and it resolved itself without any intervention (INC12497544 : typeerror: cannot read properties of undefined) . Therefore, we would check with the user, whether the issue is still persisting on their side.",,Not a Defect - Working as Expected
DE254771,[LMMC][Prod Issue][INC12504217] : Sales was incorrectly entered as payroll.,"Issue Description:Total sales of $1,000,000 was entered as payroll in WWIP. I updated to payroll when rating the account. User Name: West,Caroline User Email: Caroline.West@aig.com Submitted Date & Time: Jan 23, 2026 1:50 PM Impacts multiple users or Business units: No Application Impacted: UW Assist Submission: 8757344 80daf847-d4d8-451e-8938-f6dfdc8b575c~ER4413103",Not a Defect,Working as expected,Not a Defect,,"1/27 : Robin Kapoor : AIP Logic refers to Class Code to Exposure mapping dataset/ Ontology. For these 2 ISO codes, Exposure type is listed as """"Payroll"""" as seen below. Working as expected on Ground Truth dataset.  Ground truth Ontology link for reference : https://cyclamen.palantirfoundry.com/workspace/dataset/preview/ri.foundry.main.dataset.1a36167e-d484-4c73-b2d7-f0d04e1ae6fa/master 1/26 : From the accord doc:  For the ISO Class code of 95647, value is Payroll and it is mapped rightly  1/23:it is showing Payroll rightly on UWA. Value for that class code is Payroll.Looks to be working as expected per ISO Class code mapping.   ",Working as expected,Not a Defect - Working as Expected
DE254272,"[LMMC] [Prod Issue] [INC12497604] : Incorrect Classcode, ICC in indication page.","Issue Description:60010 apartment class code was on the Acord but was not on the indication page in WWIP (address was entered). It also had primary habitational as the ICC instead of apartments. I changed the ICC and added the ISO class code. User Name: West,Caroline User Email: Caroline.West@aig.com Submitted Date & Time: Jan 21, 2026 10:55 AM Impacts multiple users or Business units: No Application Impacted: UW Assist Submission: S8754757 9ed24f52-7880-432f-8521-91534dc41576ER4412141",Not a Defect,working as expected,Not a Defect,,"1/21/2026Accord has the below details Upon checking the extraction logs, all the data looks to have been rightly extracted with correct class code and class exposure.  CoverageV2 json (payload of Mule API call) also has ISO Class Cd as 60010 and Apartment Buildings - NOC.  From the UI, I see the data has populated rightly with expected ISO class and class code.  Can see the WWIP entry made by the UW again, with more details that were not part of Accord. Manual intervention to add the details on WWIP might be a reason for the miss. ",working as expected,Not a Defect - Working as Expected
